variant_id,complexity,n_runs,mean_resp_time,p50_resp_time,p90_resp_time,mean_resp_time_high_risk,p90_resp_time_high_risk,als_mismatch_rate,als_overuse_rate,als_share_of_calls,als_share_of_calls_high_risk,als_share_of_calls_low_risk,coverage_loss_mean,coverage_loss_p90,coverage_loss_high_risk_mean,coverage_loss_high_risk_p90,coverage_loss_above_thresh_rate,fairness_gap_mean,fairness_gap_p90,fairness_gap_high_risk_mean,fairness_gap_high_risk_p90,unit_area_mismatch_rate,n_calls,n_calls_high_risk,n_calls_low_risk,n_calls_urban,n_calls_rural,n_calls_area_info,n_calls_highrisk_als_bls,n_calls_lowrisk_als_bls,policy,kwargs,family,note,variant_key
ff_alsguard_fairw_sev_zone,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_fairness_weight"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_fairw_sev_zone::feature_flag::{}
ff_alsguard_fairw_urban,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_alsguard_fairw_urban::feature_flag::{}
ff_alsguard_fairw_urban_zone,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_fairw_urban_zone::feature_flag::{}
ff_alsguard_fairw_zone,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_fairness_weight"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_fairw_zone::feature_flag::{}
ff_alsguard_guard,3,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true}",bottom_up,bottom_up,ff_alsguard_guard::feature_flag::{}
ff_alsguard_guard_sev,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true}",bottom_up,bottom_up,ff_alsguard_guard_sev::feature_flag::{}
ff_alsguard_guard_sev_urban,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_alsguard_guard_sev_urban::feature_flag::{}
ff_alsguard_guard_sev_urban_zone,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_guard_sev_urban_zone::feature_flag::{}
ff_alsguard_guard_sev_zone,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_guard_sev_zone::feature_flag::{}
ff_alsguard_guard_urban,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_alsguard_guard_urban::feature_flag::{}
ff_alsguard_guard_urban_zone,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_guard_urban_zone::feature_flag::{}
ff_alsguard_guard_zone,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_guard_zone::feature_flag::{}
ff_alsguard_sev,3,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_severity"":true}",bottom_up,bottom_up,ff_alsguard_sev::feature_flag::{}
ff_alsguard_sev_urban,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_alsguard_sev_urban::feature_flag::{}
ff_alsguard_sev_urban_zone,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_sev_urban_zone::feature_flag::{}
ff_alsguard_sev_zone,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_sev_zone::feature_flag::{}
ff_alsguard_urban,3,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_alsguard_urban::feature_flag::{}
ff_alsguard_urban_zone,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_urban_zone::feature_flag::{}
ff_alsguard_zone,3,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_als_guard"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_alsguard_zone::feature_flag::{}
ff_covc,2,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true}",bottom_up,bottom_up,ff_covc::feature_flag::{}
ff_covc_covu,3,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true}",bottom_up,bottom_up,ff_covc_covu::feature_flag::{}
ff_covc_covu_fair,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true}",bottom_up,bottom_up,ff_covc_covu_fair::feature_flag::{}
ff_covc_covu_fair_fairw,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw::feature_flag::{}
ff_covc_covu_fair_fairw_guard,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard::feature_flag::{}
ff_covc_covu_fair_fairw_guard_sev,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_sev::feature_flag::{}
ff_covc_covu_fair_fairw_guard_sev_urban,8,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_sev_urban::feature_flag::{}
ff_covc_covu_fair_fairw_guard_sev_urban_zone,9,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_sev_urban_zone::feature_flag::{}
ff_covc_covu_fair_fairw_guard_sev_zone,8,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_sev_zone::feature_flag::{}
ff_covc_covu_fair_fairw_guard_urban,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_urban::feature_flag::{}
ff_covc_covu_fair_fairw_guard_urban_zone,8,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_urban_zone::feature_flag::{}
ff_covc_covu_fair_fairw_guard_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_guard_zone::feature_flag::{}
ff_covc_covu_fair_fairw_sev,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_severity"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_sev::feature_flag::{}
ff_covc_covu_fair_fairw_sev_urban,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_sev_urban::feature_flag::{}
ff_covc_covu_fair_fairw_sev_urban_zone,8,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_sev_urban_zone::feature_flag::{}
ff_covc_covu_fair_fairw_sev_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_sev_zone::feature_flag::{}
ff_covc_covu_fair_fairw_urban,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_urban::feature_flag::{}
ff_covc_covu_fair_fairw_urban_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_urban_zone::feature_flag::{}
ff_covc_covu_fair_fairw_zone,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_fairw_zone::feature_flag::{}
ff_covc_covu_fair_guard,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard::feature_flag::{}
ff_covc_covu_fair_guard_sev,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_sev::feature_flag::{}
ff_covc_covu_fair_guard_sev_urban,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_sev_urban::feature_flag::{}
ff_covc_covu_fair_guard_sev_urban_zone,8,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_sev_urban_zone::feature_flag::{}
ff_covc_covu_fair_guard_sev_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_sev_zone::feature_flag::{}
ff_covc_covu_fair_guard_urban,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_urban::feature_flag::{}
ff_covc_covu_fair_guard_urban_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_urban_zone::feature_flag::{}
ff_covc_covu_fair_guard_zone,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_guard_zone::feature_flag::{}
ff_covc_covu_fair_sev,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true}",bottom_up,bottom_up,ff_covc_covu_fair_sev::feature_flag::{}
ff_covc_covu_fair_sev_urban,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_sev_urban::feature_flag::{}
ff_covc_covu_fair_sev_urban_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_sev_urban_zone::feature_flag::{}
ff_covc_covu_fair_sev_zone,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_sev_zone::feature_flag::{}
ff_covc_covu_fair_urban,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fair_urban::feature_flag::{}
ff_covc_covu_fair_urban_zone,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_urban_zone::feature_flag::{}
ff_covc_covu_fair_zone,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fair_zone::feature_flag::{}
ff_covc_covu_fairw,4,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true}",bottom_up,bottom_up,ff_covc_covu_fairw::feature_flag::{}
ff_covc_covu_fairw_guard,5,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true}",bottom_up,bottom_up,ff_covc_covu_fairw_guard::feature_flag::{}
ff_covc_covu_fairw_guard_sev,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true}",bottom_up,bottom_up,ff_covc_covu_fairw_guard_sev::feature_flag::{}
ff_covc_covu_fairw_guard_sev_urban,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fairw_guard_sev_urban::feature_flag::{}
ff_covc_covu_fairw_guard_sev_urban_zone,8,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fairw_guard_sev_urban_zone::feature_flag::{}
ff_covc_covu_fairw_guard_sev_zone,7,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",bottom_up,bottom_up,ff_covc_covu_fairw_guard_sev_zone::feature_flag::{}
ff_covc_covu_fairw_guard_urban,6,1,6.043480927335527,4.348504851524815,11.03926669566978,,,,0.5208260594069649,0.5208260594069649,,0.5208260594069649,,,,,0.0,4.735896736131577,11.0206975524238,,,,77331,0,77331,65133,12095,0,0,77331,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true}",bottom_up,bottom_up,ff_covc_covu_fairw_guard_urban::feature_flag::{}
